21.940119,123.298958,-5546.000000
21.931616,123.294792,-5554.000000
21.923112,123.290625,-5573.000000
21.914609,123.286458,-5558.000000
21.906105,123.282292,-5562.000000
21.897602,123.278125,-5579.000000
21.889099,123.273958,-5559.000000
21.880595,123.269792,-5567.000000
21.872092,123.265625,-5546.000000
21.863588,123.261458,-5586.000000
21.855085,123.257292,-5567.000000
21.846582,123.253125,-5566.000000
21.838078,123.248958,-5558.000000
21.829575,123.244792,-5582.000000
21.821071,123.240625,-5566.000000
21.812568,123.236458,-5556.000000
21.804065,123.232292,-5567.000000
21.795561,123.228125,-5569.000000
21.787058,123.223958,-5555.000000
21.778554,123.219792,-5588.000000
21.770051,123.215625,-5573.000000
21.761548,123.211458,-5583.000000
21.753044,123.207292,-5580.000000
21.744541,123.203125,-5584.000000
21.736037,123.198958,-5601.000000
21.727534,123.194792,-5610.000000
21.719031,123.190625,-5609.000000
21.710527,123.186458,-5642.000000
21.702024,123.182292,-5626.000000
21.693520,123.178125,-5625.000000
21.685017,123.173958,-5625.000000
21.676514,123.169792,-5633.000000
21.668010,123.165625,-5634.000000
21.659507,123.161458,-5629.000000
21.651003,123.157292,-5629.000000
21.642500,123.153125,-5628.000000
21.633997,123.148958,-5635.000000
21.625493,123.144792,-5635.000000
21.616990,123.140625,-5632.000000
21.608486,123.136458,-5631.000000
21.599983,123.132292,-5633.000000
21.591480,123.128125,-5633.000000
21.582976,123.123958,-5629.000000
21.574473,123.119792,-5626.000000
21.565969,123.115625,-5633.000000
21.557466,123.111458,-5635.000000
21.548963,123.107292,-5638.000000
21.540459,123.103125,-5638.000000
21.531956,123.098958,-5636.000000
21.523452,123.094792,-5646.000000
21.514949,123.090625,-5641.000000
21.506446,123.086458,-5649.000000
21.497942,123.082292,-5649.000000
21.489439,123.078125,-5641.000000
21.480935,123.073958,-5641.000000
21.472432,123.069792,-5642.000000
21.463929,123.065625,-5595.000000
21.455425,123.061458,-5555.000000
21.446922,123.057292,-5526.000000
21.438418,123.053125,-5481.000000
21.429915,123.048958,-5456.000000
21.421412,123.044792,-5449.000000
21.412908,123.040625,-5430.000000
21.404405,123.036458,-5419.000000
21.395901,123.032292,-5348.000000
21.387398,123.028125,-5398.000000
21.378895,123.023958,-5206.000000
21.370391,123.019792,-5105.000000
21.361888,123.015625,-5112.000000
21.353384,123.011458,-4973.000000
21.344881,123.007292,-4932.000000
21.336378,123.003125,-4916.000000
